product_name,subproduct_name,table_name,file_name,headers,description,is_required,sort_order
"STV","Hulu - RON","Monthly Performance","report-hulu-ron-monthly-performance","Date; Impressions; Video Views; Completion Rate; CPM; Spend; Reach; Frequency","",TRUE,0
"STV","Hulu - Audience Targeted","Monthly Performance","report-hulu-audiencetargeted-monthly-performance","Date; Impressions; Video Views; Completion Rate; CPM; Spend; Audience Reach; Premium Content","",TRUE,0
"STV","Run of Network","Monthly Performance","report-runofnetwork-monthly-performance","Date; Impressions; Video Views; Completion Rate; CPM; Spend; Reach; Frequency","",TRUE,0
"STV","Streaming TV OTT","Monthly Performance","report-streamingtvott-monthly-performance","Date; Impressions; Video Views; Completion Rate; CPM; Spend; Reach; Frequency","",TRUE,0
"STV","Channel Targeted OTT","Monthly Performance","report-channeltargetedott-monthly-performance","Date; Impressions; Video Views; Completion Rate; CPM; Spend; Channel; Content Category","",TRUE,0
"STV","Advanced Audience Targeting OTT","Monthly Performance","report-stvott-monthly-performance","Date; Impressions; Video Views; Completion Rate; CPM; Spend; Audience Reach; Frequency","",TRUE,0
"STV","Video","Monthly Performance","report-stv-monthly-performance","Date; Impressions; Video Views; Completion Rate; CPM; Spend; Frequency; Reach","",TRUE,0
"Blended Tactics","Targeted Video","Monthly Performance","report-targetedvideo-monthly-performance","Date; Impressions; Video Views; Completion Rate; CPM; Spend; 25% Completion; 50% Completion; 75% Completion","",TRUE,0
"Email Marketing","1:1 Marketing","Monthly Performance","report-emailmarketing-monthly-performance","Date; Impressions; Clicks; CTR; Spend; CPM; Opens; Open Rate; Deliveries; Bounces","",TRUE,0
"Blended Tactics","Social Display","Monthly Performance","report-socialdisplay-monthly-performance","Date; Impressions; Clicks; CTR; Spend; CPM; Social Interactions; Engagements","",TRUE,0
"Sponsorship","Station App Sponsorship","Monthly Performance","report-sponsorship-stationapp-monthly-performance","Date; Impressions; CPM; Spend; Station; Market; App Downloads; Active Users","",TRUE,0
"Blended Tactics","Targeted Native","Monthly Performance","report-targetednative-monthly-performance","Date; Impressions; Clicks; CTR; Spend; CPM; Engagements; Content Views","",TRUE,0
"Programmatic Audio","Run of Network","Monthly Performance","report-programmaticaudio-ron-monthly-performance","Date; Impressions; CPM; Spend; Audio Completions; Completion Rate; Reach; Frequency","",TRUE,0
"Email Marketing","B2B (Business Targeting)","Monthly Performance","report-emailmarketing-monthly-performance","Date; Impressions; Clicks; CTR; Spend; CPM; Opens; Open Rate; Deliveries; Bounces","",TRUE,0
"Sponsorship","Listen Live Sponsorship","Monthly Performance","report-sponsorship-listenlive-monthly-performance","Date; Impressions; CPM; Spend; Station; Market; Live Listeners; Stream Duration","",TRUE,0
"Sponsorship","Contest Sponsorship","Monthly Performance","report-sponsorship-contest-monthly-performance","Date; Impressions; CPM; Spend; Station; Market; Contest Entries; Participation Rate","",TRUE,0
"Sponsorship","Content Sponsorship","Monthly Performance","report-sponsorship-content-monthly-performance","Date; Impressions; CPM; Spend; Station; Market; Content Type; Engagement","",TRUE,0
"Takeovers","Station Site Takeovers","Monthly Performance","report-takeovers-stationsite-monthly-performance","Date; Impressions; Clicks; CTR; CPM; Spend; Station; Market; Takeover Duration","",TRUE,0
"Addressable Solutions","Addressable Display","Monthly Performance","report-addressabledisplay-monthly-performance","Date; Impressions; Clicks; CTR; Spend; CPM; Conversions; CPA","",TRUE,0
"Programmatic Audio","Advanced Audience Targeting","Monthly Performance","report-programmaticaudio-aat-monthly-performance","Date; Impressions; CPM; Spend; Audio Completions; Completion Rate; Reach; Frequency","",TRUE,0
"CPM Display","Mobile Billboard","Monthly Performance","report-localdisplay-mobilebillboard-monthly-performance","Date; Impressions; Clicks; CTR; CPM; Spend; Station; Market; Mobile Reach","",TRUE,0
"CPM Display","Local Network","Monthly Performance","report-localdisplay-localnetwork-monthly-performance","Date; Impressions; Clicks; CTR; CPM; Spend; Station; Market; Local Reach","",TRUE,0
"CPM Display","Ignite Network","Monthly Performance","report-localdisplay-ignitenetwork-monthly-performance","Date; Impressions; Clicks; CTR; CPM; Spend; Station; Market; Network Reach","",TRUE,0
"CPM Display","Amplifier","Monthly Performance","report-localdisplay-amplifier-monthly-performance","Date; Impressions; Clicks; CTR; CPM; Spend; Station; Market; Content Amplification","",TRUE,0
"CPM Display","Banner Ads","Monthly Performance","report-localdisplay-bannerads-monthly-performance","Date; Impressions; Clicks; CTR; CPM; Spend; Station; Market; Ad Size","",TRUE,0
"SSM","Sponsored Social Mentions - ThruPlay","Monthly Performance","report-ssm-thruplay-monthly-performance","Date; Impressions; Video Views; ThruPlays; CPV; Spend; Station; Market","",TRUE,0
"SSM","Sponsored Social Mentions - Awareness","Monthly Performance","report-ssm-awareness-monthly-performance","Date; Impressions; CPM; Spend; Reach; Frequency; Station; Market","",TRUE,0
"SSM","Sponsored Social Mentions - Link Click","Monthly Performance","report-ssm-linkclick-monthly-performance","Date; Impressions; Clicks; Link Clicks; CTR; CPLC; Spend; Station; Market","",TRUE,0
"Addressable Solutions","Geofencing with Foot Traffic","Monthly Performance","report-geofencing-monthly-performance","Date; Impressions; Clicks; CTR; Spend; CPM; Conversions; Foot Traffic; Visitation Rate","",TRUE,0
"Email Marketing","B2C (Consumer Targeting)","Monthly Performance","report-emailmarketing-monthly-performance","Date; Impressions; Clicks; CTR; Spend; CPM; Opens; Open Rate; Deliveries; Bounces","",TRUE,0
"Ignite Network","Ignite Network - Banner Ads","Monthly Performance","report-ignitenetwork-bannerads-monthly-performance","Date; Impressions; Clicks; CTR; CPM; Spend; Station; Market","",TRUE,0
"YouTube","YouTube Bumper","Monthly Performance","report-youtube-bumper-monthly-performance","Date; Impressions; CPM; Spend; Reach; Frequency; Brand Lift; Ad Recall","",TRUE,0
"YouTube","YouTube True View","Monthly Performance","report-youtube-trueview-monthly-performance","Date; Impressions; Views; View Rate; CPV; Spend; Earned Views; Subscribers; Watch Time","",TRUE,0
"Spark","Spark","Monthly Performance","report-spark-monthly-performance","Date; Impressions; Clicks; CTR; Spend; CPC; Conversions; Quality Score","",TRUE,0
"SEM","Google Search","Monthly Performance","report-googlesearch-monthly-performance","Date; Impressions; Clicks; CTR; Spend; CPC; Conversions; Conv Rate; Form Submissions; Phone Calls","",TRUE,0
"SEM","SEM","Monthly Performance","report-sem-monthly-performance","Date; Impressions; Clicks; CTR; Spend; CPC; Conversions; Conv Rate; Form Submissions; Phone Calls","",TRUE,0
"LinkedIn","LinkedIn - Link Click","Monthly Performance","report-linkedin-linkclick-monthly-performance","Date; Impressions; Clicks; Link Clicks; CTR; CPLC; Spend; Social Actions; Follows","",TRUE,0
"Pinterest","Pintrest - Awareness","Monthly Performance","report-pinterest-awareness-monthly-performance","Date; Impressions; CPM; Spend; Reach; Frequency; Saves; Repins; Brand Awareness","",TRUE,0
"Pinterest","Pintrest - Link Click","Monthly Performance","report-pinterest-linkclick-monthly-performance","Date; Impressions; Clicks; Link Clicks; CTR; CPLC; Spend; Saves; Repins","",TRUE,0
"Twitter","Twitter - Awareness","Monthly Performance","report-twitter-awareness-monthly-performance","Date; Impressions; CPM; Spend; Reach; Frequency; Engagements; Retweets","",TRUE,0
"Addressable Solutions","Addressable STV","Monthly Performance","report-addressablestv-monthly-performance","Date; Impressions; Completion Rate; CPM; Spend; Video Views; 25% Completion; 50% Completion; 75% Completion","",TRUE,0
"Digital Endorsements","Endorsement","Monthly Performance","report-digitalendorsements-endorsement-monthly-performance","Date; Impressions; CPM; Spend; Station; Market; Personality; Endorsement Type","",TRUE,0
"Twitter","Twitter - Link Click","Monthly Performance","report-twitter-linkclick-monthly-performance","Date; Impressions; Clicks; Link Clicks; CTR; CPLC; Spend; Engagements","",TRUE,0
"TikTok","TikTok - Link Click","Monthly Performance","report-tiktok-linkclick-monthly-performance","Date; Impressions; Clicks; Link Clicks; CTR; CPLC; Spend; Video Views","",TRUE,0
"TikTok","TikTok - Awareness","Monthly Performance","report-tiktok-awareness-monthly-performance","Date; Impressions; CPM; Spend; Reach; Frequency; Brand Awareness; Video Views","",TRUE,0
"Snapchat","Snapchat - Swipe Up","Monthly Performance","report-snapchat-swipeup-monthly-performance","Date; Impressions; Swipe Ups; CPSU; Spend; Reach; Frequency","",TRUE,0
"Snapchat","Snapchat - Aware","Monthly Performance","report-snapchat-aware-monthly-performance","Date; Impressions; CPM; Spend; Reach; Frequency; Brand Awareness","",TRUE,0
"Meta","Link Click","Monthly Performance","report-meta-linkclick-monthly-performance","Date; Impressions; Clicks; Link Clicks; CTR; CPLC; CPM; Spend; Reach; Frequency","",TRUE,0
"Meta","Facebook - Lead Gen","Monthly Performance","report-meta-leadgen-monthly-performance","Date; Impressions; Leads; CPL; Spend; Lead Quality Score; Form Opens; Form Completion Rate","",TRUE,0
"Addressable Solutions","Addressable Video","Monthly Performance","report-addressablevideo-monthly-performance","Date; Impressions; Completion Rate; CPM; Spend; Video Views; 25% Completion; 50% Completion; 75% Completion","",TRUE,0
"Digital Endorsements","Booth","Monthly Performance","report-digitalendorsements-booth-monthly-performance","Date; Event Name; Event Type; Impressions; CPM; Spend; Station; Market; Attendees","",TRUE,0
"Meta","Facebook - Post Engagement","Monthly Performance","report-meta-postengagement-monthly-performance","Date; Impressions; Post Engagements; CPPE; Spend; Likes; Comments; Shares; Saves","",TRUE,0
"Meta","Facebook - ThruPlay","Monthly Performance","report-meta-thruplay-monthly-performance","Date; Impressions; Video Views; ThruPlays; CPV; Spend; 3s Video Views; Video Completion Rate","",TRUE,0
"Meta","Facebook - Awareness","Monthly Performance","report-meta-awareness-monthly-performance","Date; Impressions; CPM; Spend; Reach; Frequency; Brand Awareness; Ad Recall","",TRUE,0
"Meta","Facebook - Link Click","Monthly Performance","report-meta-linkclick-monthly-performance","Date; Impressions; Clicks; Link Clicks; CTR; CPLC; CPM; Spend; Reach; Frequency","",TRUE,0
"STV","YouTube TV - Run of Network","Monthly Performance","report-youtubetv-ron-monthly-performance","Date; Impressions; Video Views; Completion Rate; CPM; Spend; Reach; Frequency","",TRUE,0
"STV","YouTube TV - Audience Targeted","Monthly Performance","report-youtubetv-audiencetargeted-monthly-performance","Date; Impressions; Video Views; Completion Rate; CPM; Spend; Audience Reach; Frequency","",TRUE,0
"STV","Polk","Monthly Performance","report-polk-monthly-performance","Date; Impressions; Video Views; Completion Rate; CPM; Spend; Household Reach; Frequency","",TRUE,0
"Blended Tactics","Targeted Display","Monthly Performance","report-targeteddisplay-monthly-performance","Date; Impressions; Clicks; CTR; Spend; CPM; Conversions; CPA","",TRUE,0
"Digital Endorsements","Advertorial","Monthly Performance","report-digitalendorsements-advertorial-monthly-performance","Date; Impressions; CPM; Spend; Station; Market; Content Views; Engagement Rate","",TRUE,0
"Blended Tactics","Targeted Native","Campaign Performance","report-targetednative-campaign-performance","Campaign Name; Impressions; Clicks; CTR; Spend; CPM; Engagements; Content Views","",TRUE,1
"Email Marketing","1:1 Marketing","Campaign Performance","report-emailmarketing-campaign-performance","Campaign Name; Impressions; Clicks; CTR; Spend; CPM; Opens; Open Rate; Deliveries; Bounces; Unsubscribes","",FALSE,1
"Email Marketing","B2B (Business Targeting)","Campaign Performance","report-emailmarketing-campaign-performance","Campaign Name; Impressions; Clicks; CTR; Spend; CPM; Opens; Open Rate; Deliveries; Bounces; Unsubscribes","",FALSE,1
"Email Marketing","B2C (Consumer Targeting)","Campaign Performance","report-emailmarketing-campaign-performance","Campaign Name; Impressions; Clicks; CTR; Spend; CPM; Opens; Open Rate; Deliveries; Bounces; Unsubscribes","",FALSE,1
"Programmatic Audio","Advanced Audience Targeting","Campaign Performance","report-programmaticaudio-aat-campaign-performance","Campaign Name; Impressions; CPM; Spend; Audio Completions; Completion Rate; Reach","",TRUE,1
"Programmatic Audio","Run of Network","Campaign Performance","report-programmaticaudio-ron-campaign-performance","Campaign Name; Impressions; CPM; Spend; Audio Completions; Completion Rate; Reach","",TRUE,1
"Addressable Solutions","Addressable Display","Campaign Performance","report-addressabledisplay-campaign-performance","Campaign Name; Impressions; Clicks; CTR; Spend; CPM; Conversions; CPA; Status","",TRUE,1
"Addressable Solutions","Geofencing with Foot Traffic","Campaign Type","report-geofencing-campaign-type","Campaign Type; Impressions; Clicks; CTR; Spend; CPM; Conversions; Foot Traffic","",FALSE,1
"Addressable Solutions","Addressable STV","Campaign Performance","report-addressablestv-campaign-performance","Campaign Name; Impressions; Completion Rate; CPM; Spend; Video Views; Frequency; Reach","",TRUE,1
"Addressable Solutions","Addressable Video","Campaign Performance","report-addressablevideo-campaign-performance","Campaign Name; Impressions; Completion Rate; CPM; Spend; Video Views; Frequency; Reach","",TRUE,1
"Blended Tactics","Targeted Display","Campaign Performance","report-targeteddisplay-campaign-performance","Campaign Name; Impressions; Clicks; CTR; Spend; CPM; Conversions; CPA; Status","",TRUE,1
"Blended Tactics","Social Display","Campaign Performance","report-socialdisplay-campaign-performance","Campaign Name; Impressions; Clicks; CTR; Spend; CPM; Social Interactions; Engagements","",FALSE,1
"Blended Tactics","Targeted Video","Campaign Performance","report-targetedvideo-campaign-performance","Campaign Name; Impressions; Video Views; Completion Rate; CPM; Spend; Frequency; Reach","",TRUE,1
"STV","Video","Campaign Performance","report-stv-campaign-performance","Campaign Name; Impressions; Video Views; Completion Rate; CPM; Spend; Frequency; Reach","",TRUE,1
"STV","Advanced Audience Targeting OTT","Campaign Performance","report-stvott-campaign-performance","Campaign Name; Impressions; Video Views; Completion Rate; CPM; Spend; Audience Reach; Frequency","",TRUE,1
"STV","Channel Targeted OTT","Campaign Performance","report-channeltargetedott-campaign-performance","Campaign Name; Impressions; Video Views; Completion Rate; CPM; Spend; Channel Mix","",TRUE,1
"STV","Streaming TV OTT","Campaign Performance","report-streamingtvott-campaign-performance","Campaign Name; Impressions; Video Views; Completion Rate; CPM; Spend; Reach; Frequency","",TRUE,1
"STV","Run of Network","Campaign Performance","report-runofnetwork-campaign-performance","Campaign Name; Impressions; Video Views; Completion Rate; CPM; Spend; Reach","",FALSE,1
"STV","Hulu - Audience Targeted","Campaign Performance","report-hulu-audiencetargeted-campaign-performance","Campaign Name; Impressions; Video Views; Completion Rate; CPM; Spend; Audience Reach","",TRUE,1
"STV","Hulu - RON","Campaign Performance","report-hulu-ron-campaign-performance","Campaign Name; Impressions; Video Views; Completion Rate; CPM; Spend; Reach","",TRUE,1
"STV","Polk","Campaign Performance","report-polk-campaign-performance","Campaign Name; Impressions; Video Views; Completion Rate; CPM; Spend; Household Reach","",TRUE,1
"STV","YouTube TV - Audience Targeted","Campaign Performance","report-youtubetv-audiencetargeted-campaign-performance","Campaign Name; Impressions; Video Views; Completion Rate; CPM; Spend; Audience Reach","",TRUE,1
"STV","YouTube TV - Run of Network","Campaign Performance","report-youtubetv-ron-campaign-performance","Campaign Name; Impressions; Video Views; Completion Rate; CPM; Spend; Reach","",TRUE,1
"Meta","Facebook - Link Click","Campaign Performance","report-meta-linkclick-campaign-performance","Campaign Name; Impressions; Clicks; Link Clicks; CTR; CPLC; CPM; Spend; Reach","",TRUE,1
"Meta","Facebook - Awareness","Campaign Performance","report-meta-awareness-campaign-performance","Campaign Name; Impressions; CPM; Spend; Reach; Frequency; Brand Awareness; Ad Recall","",TRUE,1
"Meta","Facebook - ThruPlay","Campaign Performance","report-meta-thruplay-campaign-performance","Campaign Name; Impressions; Video Views; ThruPlays; CPV; Spend; Video Completion Rate","",TRUE,1
"Meta","Facebook - Post Engagement","Campaign Performance","report-meta-postengagement-campaign-performance","Campaign Name; Impressions; Post Engagements; CPPE; Spend; Likes; Comments; Shares","",TRUE,1
"Meta","Facebook - Lead Gen","Campaign Performance","report-meta-leadgen-campaign-performance","Campaign Name; Impressions; Leads; CPL; Spend; Lead Quality Score; Form Completion Rate","",TRUE,1
"Meta","Link Click","Campaign Performance","report-meta-linkclick-campaign-performance","Campaign Name; Impressions; Clicks; Link Clicks; CTR; CPLC; CPM; Spend; Reach","",TRUE,1
"Snapchat","Snapchat - Aware","Campaign Performance","report-snapchat-aware-campaign-performance","Campaign Name; Impressions; CPM; Spend; Reach; Frequency; Brand Awareness","",FALSE,1
"Snapchat","Snapchat - Swipe Up","Campaign Performance","report-snapchat-swipeup-campaign-performance","Campaign Name; Impressions; Swipe Ups; CPSU; Spend; Reach; Frequency","",FALSE,1
"TikTok","TikTok - Awareness","Campaign Performance","report-tiktok-awareness-campaign-performance","Campaign Name; Impressions; CPM; Spend; Reach; Frequency; Video Views","",FALSE,1
"TikTok","TikTok - Link Click","Campaign Performance","report-tiktok-linkclick-campaign-performance","Campaign Name; Impressions; Clicks; Link Clicks; CTR; CPLC; Spend; Video Views","",FALSE,1
"Twitter","Twitter - Link Click","Campaign Performance","report-twitter-linkclick-campaign-performance","Campaign Name; Impressions; Clicks; Link Clicks; CTR; CPLC; Spend; Engagements","",FALSE,1
"Twitter","Twitter - Awareness","Campaign Performance","report-twitter-awareness-campaign-performance","Campaign Name; Impressions; CPM; Spend; Reach; Frequency; Engagements; Retweets","",FALSE,1
"Pinterest","Pintrest - Link Click","Campaign Performance","report-pinterest-linkclick-campaign-performance","Campaign Name; Impressions; Clicks; Link Clicks; CTR; CPLC; Spend; Saves; Repins","",FALSE,1
"Pinterest","Pintrest - Awareness","Campaign Performance","report-pinterest-awareness-campaign-performance","Campaign Name; Impressions; CPM; Spend; Reach; Frequency; Saves; Repins","",FALSE,1
"LinkedIn","LinkedIn - Link Click","Campaign Performance","report-linkedin-linkclick-campaign-performance","Campaign Name; Impressions; Clicks; Link Clicks; CTR; CPLC; Spend; Social Actions; Follows","",FALSE,1
"SEM","SEM","Campaign Performance","report-sem-campaign-performance","Campaign Name; Impressions; Clicks; CTR; Spend; CPC; Conversions; Conv Rate; Quality Score; Status","",TRUE,1
"SEM","Google Search","Campaign Performance","report-googlesearch-campaign-performance","Campaign Name; Impressions; Clicks; CTR; Spend; CPC; Conversions; Conv Rate; Quality Score; Status","",TRUE,1
"Spark","Spark","Campaign Performance","report-spark-campaign-performance","Campaign Name; Impressions; Clicks; CTR; Spend; CPC; Conversions; Quality Score","",TRUE,1
"YouTube","YouTube True View","Campaign Performance","report-youtube-trueview-campaign-performance","Campaign Name; Impressions; Views; View Rate; CPV; Spend; Earned Views; Subscribers","",TRUE,1
"YouTube","YouTube Bumper","Campaign Performance","report-youtube-bumper-campaign-performance","Campaign Name; Impressions; CPM; Spend; Reach; Frequency; Brand Lift; Ad Recall","",TRUE,1
"Ignite Network","Ignite Network - Banner Ads","Campaign Performance","report-ignitenetwork-bannerads-campaign-performance","Campaign Name; Impressions; Clicks; CTR; CPM; Spend; Station Count","",FALSE,1
"SSM","Sponsored Social Mentions - Link Click","Campaign Performance","report-ssm-linkclick-campaign-performance","Campaign Name; Impressions; Clicks; Link Clicks; CTR; CPLC; Spend; Station Count","",FALSE,1
"SSM","Sponsored Social Mentions - Awareness","Campaign Performance","report-ssm-awareness-campaign-performance","Campaign Name; Impressions; CPM; Spend; Reach; Frequency; Station Count","",FALSE,1
"SSM","Sponsored Social Mentions - ThruPlay","Campaign Performance","report-ssm-thruplay-campaign-performance","Campaign Name; Impressions; Video Views; ThruPlays; CPV; Spend; Station Count","",FALSE,1
"CPM Display","Banner Ads","Campaign Performance","report-localdisplay-bannerads-campaign-performance","Campaign Name; Impressions; Clicks; CTR; CPM; Spend; Station Count; Market Count","",FALSE,1
"CPM Display","Amplifier","Campaign Performance","report-localdisplay-amplifier-campaign-performance","Campaign Name; Impressions; Clicks; CTR; CPM; Spend; Station Count; Content Reach","",FALSE,1
"CPM Display","Ignite Network","Campaign Performance","report-localdisplay-ignitenetwork-campaign-performance","Campaign Name; Impressions; Clicks; CTR; CPM; Spend; Station Count; Network Coverage","",FALSE,1
"CPM Display","Local Network","Campaign Performance","report-localdisplay-localnetwork-campaign-performance","Campaign Name; Impressions; Clicks; CTR; CPM; Spend; Station Count; Market Coverage","",FALSE,1
"CPM Display","Mobile Billboard","Campaign Performance","report-localdisplay-mobilebillboard-campaign-performance","Campaign Name; Impressions; Clicks; CTR; CPM; Spend; Station Count; Mobile Coverage","",FALSE,1
"Takeovers","Station Site Takeovers","Campaign Performance","report-takeovers-stationsite-campaign-performance","Campaign Name; Impressions; Clicks; CTR; CPM; Spend; Station Count; Takeover Impact","",FALSE,1
"Sponsorship","Content Sponsorship","Campaign Performance","report-sponsorship-content-campaign-performance","Campaign Name; Impressions; CPM; Spend; Station Count; Content Reach; Brand Association","",FALSE,1
"Sponsorship","Contest Sponsorship","Campaign Performance","report-sponsorship-contest-campaign-performance","Campaign Name; Impressions; CPM; Spend; Station Count; Contest Entries; Brand Engagement","",FALSE,1
"Sponsorship","Listen Live Sponsorship","Campaign Performance","report-sponsorship-listenlive-campaign-performance","Campaign Name; Impressions; CPM; Spend; Station Count; Total Listeners; Average Listen Time","",FALSE,1
"Sponsorship","Station App Sponsorship","Campaign Performance","report-sponsorship-stationapp-campaign-performance","Campaign Name; Impressions; CPM; Spend; Station Count; App Downloads; User Engagement","",FALSE,1
"Digital Endorsements","Advertorial","Campaign Performance","report-digitalendorsements-advertorial-campaign-performance","Campaign Name; Impressions; CPM; Spend; Station Count; Content Views; Brand Integration","",FALSE,1
"Digital Endorsements","Booth","Campaign Performance","report-digitalendorsements-booth-campaign-performance","Campaign Name; Event Count; Impressions; CPM; Spend; Total Attendees; Brand Interaction","",FALSE,1
"Digital Endorsements","Endorsement","Campaign Performance","report-digitalendorsements-endorsement-campaign-performance","Campaign Name; Impressions; CPM; Spend; Station Count; Personality Count; Brand Credibility","",FALSE,1
"Meta","Facebook - Post Engagement","Ad Set Performance","report-meta-postengagement-adset-performance","Ad Set Name; Campaign; Impressions; Post Engagements; CPPE; Spend; Engagement Rate","",FALSE,2
"Addressable Solutions","Addressable STV","Tactic Performance","report-addressablestv-tactic-performance","Tactic Type; Impressions; Completion Rate; CPM; Spend; Video Views","",FALSE,2
"SSM","Sponsored Social Mentions - Awareness","Station Performance","report-ssm-awareness-station-performance","Station; Market; Format; Impressions; CPM; Spend; Reach; Frequency","",TRUE,2
"SSM","Sponsored Social Mentions - Link Click","Station Performance","report-ssm-linkclick-station-performance","Station; Market; Format; Impressions; Clicks; Link Clicks; CTR; CPLC; Spend","",TRUE,2
"Meta","Facebook - Lead Gen","Ad Set Performance","report-meta-leadgen-adset-performance","Ad Set Name; Campaign; Impressions; Leads; CPL; Spend; Form Opens","",FALSE,2
"Meta","Link Click","Ad Set Performance","report-meta-linkclick-adset-performance","Ad Set Name; Campaign; Impressions; Clicks; Link Clicks; CTR; CPLC; CPM; Spend","",FALSE,2
"STV","Streaming TV OTT","Tactic Performance","report-streamingtvott-tactic-performance","Tactic Type; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,2
"STV","Polk","Tactic Performance","report-polk-tactic-performance","Tactic Type; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,2
"Addressable Solutions","Addressable Display","Tactic Performance","report-addressabledisplay-tactic-performance","Tactic Type; Impressions; Clicks; CTR; Spend; CPM; Conversions; CPA","",FALSE,2
"STV","Channel Targeted OTT","Tactic Performance","report-channeltargetedott-tactic-performance","Tactic Type; Channel; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,2
"STV","Advanced Audience Targeting OTT","Tactic Performance","report-stvott-tactic-performance","Tactic Type; Audience Segment; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,2
"STV","Hulu - Audience Targeted","Tactic Performance","report-hulu-audiencetargeted-tactic-performance","Tactic Type; Audience Segment; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,2
"STV","YouTube TV - Audience Targeted","Tactic Performance","report-youtubetv-audiencetargeted-tactic-performance","Tactic Type; Audience Segment; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,2
"STV","Video","Tactic Performance","report-stv-tactic-performance","Tactic Type; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,2
"YouTube","YouTube True View","Ad Group Performance","report-youtube-trueview-adgroup-performance","Ad Group; Campaign; Impressions; Views; View Rate; CPV; Spend; Earned Views","",FALSE,2
"STV","YouTube TV - Run of Network","Tactic Performance","report-youtubetv-ron-tactic-performance","Tactic Type; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,2
"Blended Tactics","Targeted Video","Tactic Performance","report-targetedvideo-tactic-performance","Tactic Type; Targeting; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,2
"Programmatic Audio","Run of Network","Tactic Performance","report-programmaticaudio-ron-tactic-performance","Tactic Type; Impressions; CPM; Spend; Audio Completions; Completion Rate","",FALSE,2
"Addressable Solutions","Geofencing with Foot Traffic","Campaign Performance","report-geofencing-campaign-performance","Campaign Name; Impressions; Clicks; CTR; Spend; CPM; Conversions; Foot Traffic; Status","",FALSE,2
"Meta","Facebook - Link Click","Ad Set Performance","report-meta-linkclick-adset-performance","Ad Set Name; Campaign; Impressions; Clicks; Link Clicks; CTR; CPLC; CPM; Spend","",TRUE,2
"STV","Run of Network","Tactic Performance","report-runofnetwork-tactic-performance","Tactic Type; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,2
"Blended Tactics","Targeted Native","Tactic Performance","report-targetednative-tactic-performance","Tactic Type; Targeting; Impressions; Clicks; CTR; Spend; CPM; Engagements","",FALSE,2
