product_name,subproduct_name,table_name,file_name,headers,description,is_required,sort_order
"Programmatic Audio","Advanced Audience Targeting","Tactic Performance","report-programmaticaudio-aat-tactic-performance","Tactic Type; Audience Segment; Impressions; CPM; Spend; Audio Completions; Completion Rate","",FALSE,2
"Meta","Facebook - Awareness","Ad Set Performance","report-meta-awareness-adset-performance","Ad Set Name; Campaign; Impressions; CPM; Spend; Reach; Frequency","",FALSE,2
"Blended Tactics","Targeted Display","Tactic Performance","report-targeteddisplay-tactic-performance","Tactic Type; Targeting; Impressions; Clicks; CTR; Spend; CPM; Conversions; CPA","",TRUE,2
"Spark","Spark","Ad Group Performance","report-spark-adgroup-performance","Ad Group; Campaign; Impressions; Clicks; CTR; Spend; CPC; Conversions","",FALSE,2
"SEM","Google Search","Ad Group Performance","report-googlesearch-adgroup-performance","Ad Group; Campaign; Impressions; Clicks; CTR; Spend; CPC; Conversions; Quality Score","",FALSE,2
"Meta","Facebook - ThruPlay","Ad Set Performance","report-meta-thruplay-adset-performance","Ad Set Name; Campaign; Impressions; Video Views; ThruPlays; CPV; Spend","",FALSE,2
"YouTube","YouTube Bumper","Ad Group Performance","report-youtube-bumper-adgroup-performance","Ad Group; Campaign; Impressions; CPM; Spend; Reach; Frequency","",FALSE,2
"SEM","SEM","Ad Group Performance","report-sem-adgroup-performance","Ad Group; Campaign; Impressions; Clicks; CTR; Spend; CPC; Conversions; Quality Score","",FALSE,2
"Addressable Solutions","Addressable Video","Tactic Performance","report-addressablevideo-tactic-performance","Tactic Type; Impressions; Completion Rate; CPM; Spend; Video Views","",FALSE,2
"STV","Hulu - RON","Tactic Performance","report-hulu-ron-tactic-performance","Tactic Type; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,2
"SSM","Sponsored Social Mentions - ThruPlay","Station Performance","report-ssm-thruplay-station-performance","Station; Market; Format; Impressions; Video Views; ThruPlays; CPV; Spend","",TRUE,2
"Meta","Facebook - Post Engagement","Ad Performance","report-meta-postengagement-ad-performance","Ad Name; Ad Set; Impressions; Post Engagements; CPPE; Spend; Engagement Rate","",FALSE,3
"SEM","SEM","Keyword Performance","report-sem-keyword-performance","Keyword; Match Type; Ad Group; Impressions; Clicks; CTR; Spend; CPC; Conversions; Quality Score","",TRUE,3
"Programmatic Audio","Advanced Audience Targeting","Creative Performance","report-programmaticaudio-aat-creative-performance","Creative Name; Audio Length; Impressions; CPM; Spend; Audio Completions; Completion Rate","",FALSE,3
"STV","YouTube TV - Run of Network","Creative Performance","report-youtubetv-ron-creative-performance","Creative Name; Creative Length; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,3
"Addressable Solutions","Addressable STV","Creative Performance","report-addressablestv-creative-performance","Creative Name; Creative Length; Impressions; Completion Rate; CPM; Spend; Video Views","",FALSE,3
"STV","Run of Network","Creative Performance","report-runofnetwork-creative-performance","Creative Name; Creative Length; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,3
"Blended Tactics","Targeted Video","Creative Performance","report-targetedvideo-creative-performance","Creative ID; Creative Name; Creative Length; Impressions; Video Views; Completion Rate; CPM; Spend","",TRUE,3
"Meta","Facebook - Awareness","Ad Performance","report-meta-awareness-ad-performance","Ad Name; Ad Set; Impressions; CPM; Spend; Reach; Frequency","",FALSE,3
"Meta","Facebook - Lead Gen","Ad Performance","report-meta-leadgen-ad-performance","Ad Name; Ad Set; Impressions; Leads; CPL; Spend; Form Opens","",FALSE,3
"STV","Hulu - RON","Creative Performance","report-hulu-ron-creative-performance","Creative Name; Creative Length; Show Context; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,3
"Meta","Link Click","Ad Performance","report-meta-linkclick-ad-performance","Ad Name; Ad Set; Impressions; Clicks; Link Clicks; CTR; CPLC; CPM; Spend","",FALSE,3
"Meta","Facebook - ThruPlay","Ad Performance","report-meta-thruplay-ad-performance","Ad Name; Ad Set; Impressions; Video Views; ThruPlays; CPV; Spend","",FALSE,3
"Blended Tactics","Targeted Display","Creative Performance","report-targeteddisplay-creative-performance","Creative ID; Creative Name; Impressions; Clicks; CTR; Spend; CPM; Conversions","",FALSE,3
"STV","Streaming TV OTT","Creative Performance","report-streamingtvott-creative-performance","Creative Name; Creative Length; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,3
"Programmatic Audio","Run of Network","Creative Performance","report-programmaticaudio-ron-creative-performance","Creative Name; Audio Length; Impressions; CPM; Spend; Audio Completions; Completion Rate","",FALSE,3
"STV","Channel Targeted OTT","Creative Performance","report-channeltargetedott-creative-performance","Creative Name; Creative Length; Channel; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,3
"YouTube","YouTube Bumper","Video Performance","report-youtube-bumper-video-performance","Video Title; Video ID; Impressions; CPM; Spend; Reach; Brand Lift; Ad Recall","",FALSE,3
"Addressable Solutions","Addressable Display","Creative By Name","report-addressabledisplay-creative-by-name","Creative Name; Impressions; Clicks; CTR; Spend; CPM; Conversions","",FALSE,3
"STV","Polk","Creative Performance","report-polk-creative-performance","Creative Name; Creative Length; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,3
"Meta","Facebook - Link Click","Ad Performance","report-meta-linkclick-ad-performance","Ad Name; Ad Set; Impressions; Clicks; Link Clicks; CTR; CPLC; CPM; Spend","",FALSE,3
"SEM","Google Search","Keyword Performance","report-googlesearch-keyword-performance","Keyword; Match Type; Ad Group; Impressions; Clicks; CTR; Spend; CPC; Conversions; Quality Score","",TRUE,3
"STV","Advanced Audience Targeting OTT","Creative Performance","report-stvott-creative-performance","Creative Name; Creative Length; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,3
"Blended Tactics","Targeted Native","Creative Performance","report-targetednative-creative-performance","Creative ID; Creative Name; Content Type; Impressions; Clicks; CTR; Spend; CPM","",FALSE,3
"Addressable Solutions","Addressable Video","Creative By Name","report-addressablevideo-creative-by-name","Creative Name; Creative Length; Impressions; Completion Rate; CPM; Spend; Video Views","",FALSE,3
"Spark","Spark","Keyword Performance","report-spark-keyword-performance","Keyword; Match Type; Ad Group; Impressions; Clicks; CTR; Spend; CPC; Quality Score","",FALSE,3
"STV","YouTube TV - Audience Targeted","Creative Performance","report-youtubetv-audiencetargeted-creative-performance","Creative Name; Creative Length; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,3
"STV","Hulu - Audience Targeted","Creative Performance","report-hulu-audiencetargeted-creative-performance","Creative Name; Creative Length; Show Context; Impressions; Video Views; Completion Rate; CPM; Spend","",TRUE,3
"YouTube","YouTube True View","Video Performance","report-youtube-trueview-video-performance","Video Title; Video ID; Impressions; Views; View Rate; CPV; Spend; Watch Time; Subscribers","",TRUE,3
"STV","Video","Creative Performance","report-stv-creative-performance","Creative Name; Creative Length; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,3
"Addressable Solutions","Geofencing with Foot Traffic","Tactic Performance","report-geofencing-tactic-performance","Tactic Type; Impressions; Clicks; CTR; Spend; CPM; Conversions; Foot Traffic","",FALSE,3
"STV","Run of Network","Performance by City","report-runofnetwork-performance-by-city","City; State; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,4
"STV","Hulu - Audience Targeted","Performance by City","report-hulu-audiencetargeted-performance-by-city","City; State; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,4
"STV","Hulu - RON","Performance by City","report-hulu-ron-performance-by-city","City; State; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,4
"STV","Polk","Performance by City","report-polk-performance-by-city","City; State; Impressions; Video Views; Completion Rate; CPM; Spend; Household Reach","",FALSE,4
"YouTube","YouTube Bumper","Geographic Performance","report-youtube-bumper-geographic-performance","Location; Location Type; Impressions; CPM; Spend; Reach","",FALSE,4
"STV","YouTube TV - Audience Targeted","Performance by City","report-youtubetv-audiencetargeted-performance-by-city","City; State; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,4
"STV","YouTube TV - Run of Network","Performance by City","report-youtubetv-ron-performance-by-city","City; State; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,4
"Meta","Facebook - Link Click","Creative Performance","report-meta-linkclick-creative-performance","Creative Name; Creative Type; Impressions; Clicks; Link Clicks; CTR; CPLC; CPM; Spend","",FALSE,4
"Addressable Solutions","Addressable Video","Creative Previews","report-addressablevideo-creative-previews","Creative Name; Creative URL; Length; Format; Impressions; Completion Rate","",FALSE,4
"Meta","Facebook - Awareness","Creative Performance","report-meta-awareness-creative-performance","Creative Name; Creative Type; Impressions; CPM; Spend; Reach; Brand Awareness","",FALSE,4
"Meta","Facebook - ThruPlay","Creative Performance","report-meta-thruplay-creative-performance","Creative Name; Creative Type; Video Length; Impressions; Video Views; ThruPlays; CPV; Spend","",TRUE,4
"Meta","Facebook - Post Engagement","Creative Performance","report-meta-postengagement-creative-performance","Creative Name; Creative Type; Impressions; Post Engagements; CPPE; Spend; Likes; Comments","",FALSE,4
"Meta","Facebook - Lead Gen","Creative Performance","report-meta-leadgen-creative-performance","Creative Name; Creative Type; Impressions; Leads; CPL; Spend; Form Completion Rate","",FALSE,4
"Meta","Link Click","Creative Performance","report-meta-linkclick-creative-performance","Creative Name; Creative Type; Impressions; Clicks; Link Clicks; CTR; CPLC; CPM; Spend","",FALSE,4
"Addressable Solutions","Addressable STV","Conversion Zone Performance","report-addressablestv-conversion-zone-performance","Conversion Zone; Zone Type; Impressions; Completion Rate; Conversions; CPA","",FALSE,4
"Programmatic Audio","Run of Network","Performance by City","report-programmaticaudio-ron-performance-by-city","City; State; Impressions; CPM; Spend; Audio Completions; Completion Rate","",FALSE,4
"Addressable Solutions","Addressable Display","Creative By Size","report-addressabledisplay-creative-by-size","Creative Size; Impressions; Clicks; CTR; Spend; CPM; Conversions","",FALSE,4
"SEM","SEM","Search Terms","report-sem-search-terms","Search Term; Keyword; Match Type; Impressions; Clicks; CTR; Spend; CPC; Conversions","",FALSE,4
"Programmatic Audio","Advanced Audience Targeting","Performance by City","report-programmaticaudio-aat-performance-by-city","City; State; Impressions; CPM; Spend; Audio Completions; Completion Rate","",FALSE,4
"SEM","Google Search","Search Terms","report-googlesearch-search-terms","Search Term; Keyword; Match Type; Impressions; Clicks; CTR; Spend; CPC; Conversions","",FALSE,4
"Addressable Solutions","Geofencing with Foot Traffic","Creative/Ad Performance","report-geofencing-creative-ad-performance","Creative Name; Ad ID; Impressions; Clicks; CTR; Spend; CPM; Conversions","",FALSE,4
"Blended Tactics","Targeted Native","Performance by City","report-targetednative-performance-by-city","City; State; Impressions; Clicks; CTR; Spend; Engagements","",FALSE,4
"Blended Tactics","Targeted Video","Creative Previews","report-targetedvideo-creative-previews","Creative Name; Creative URL; Length; Format; Impressions; Completion Rate","",FALSE,4
"STV","Video","Performance by City","report-stv-performance-by-city","City; State; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,4
"STV","Advanced Audience Targeting OTT","Performance by City","report-stvott-performance-by-city","City; State; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,4
"YouTube","YouTube True View","Geographic Performance","report-youtube-trueview-geographic-performance","Location; Location Type; Impressions; Views; View Rate; CPV; Spend","",FALSE,4
"STV","Channel Targeted OTT","Performance by City","report-channeltargetedott-performance-by-city","City; State; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,4
"STV","Streaming TV OTT","Performance by City","report-streamingtvott-performance-by-city","City; State; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,4
"Blended Tactics","Targeted Display","Creative By Name","report-targeteddisplay-creative-by-name","Creative Name; Impressions; Clicks; CTR; Spend; CPM; Conversions","",FALSE,4
"Meta","Facebook - Awareness","Demographic Performance","report-meta-awareness-demographic-performance","Age; Gender; Impressions; CPM; Spend; Reach; Brand Awareness","",FALSE,5
"STV","Channel Targeted OTT","Performance by Zip","report-channeltargetedott-performance-by-zip","Zip Code; City; State; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,5
"STV","Hulu - RON","Performance by Zip","report-hulu-ron-performance-by-zip","Zip Code; City; State; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,5
"YouTube","YouTube Bumper","Device Performance","report-youtube-bumper-device-performance","Device; Impressions; CPM; Spend; Reach; Frequency","",FALSE,5
"Meta","Facebook - Lead Gen","Demographic Performance","report-meta-leadgen-demographic-performance","Age; Gender; Impressions; Leads; CPL; Spend; Lead Quality Score","",FALSE,5
"Meta","Facebook - Link Click","Demographic Performance","report-meta-linkclick-demographic-performance","Age; Gender; Impressions; Clicks; Link Clicks; CTR; CPLC; CPM; Spend","",FALSE,5
"STV","Polk","Performance by Zip","report-polk-performance-by-zip","Zip Code; City; State; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,5
"Blended Tactics","Targeted Native","Performance by Zip","report-targetednative-performance-by-zip","Zip Code; City; State; Impressions; Clicks; CTR; Spend; Engagements","",FALSE,5
"STV","Hulu - Audience Targeted","Performance by Zip","report-hulu-audiencetargeted-performance-by-zip","Zip Code; City; State; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,5
"Blended Tactics","Targeted Video","Performance by City","report-targetedvideo-performance-by-city","City; State; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,5
"Addressable Solutions","Addressable Video","Conversion Zone Performance","report-addressablevideo-conversion-zone-performance","Conversion Zone; Zone Type; Impressions; Completion Rate; Conversions; CPA","",FALSE,5
"Meta","Facebook - Post Engagement","Demographic Performance","report-meta-postengagement-demographic-performance","Age; Gender; Impressions; Post Engagements; CPPE; Spend; Engagement Rate","",FALSE,5
"STV","YouTube TV - Run of Network","Performance by Zip","report-youtubetv-ron-performance-by-zip","Zip Code; City; State; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,5
"STV","Streaming TV OTT","Performance by Zip","report-streamingtvott-performance-by-zip","Zip Code; City; State; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,5
"Meta","Facebook - ThruPlay","Demographic Performance","report-meta-thruplay-demographic-performance","Age; Gender; Impressions; Video Views; ThruPlays; CPV; Spend","",FALSE,5
"Blended Tactics","Targeted Display","Creative By Size","report-targeteddisplay-creative-by-size","Creative Size; Impressions; Clicks; CTR; Spend; CPM; Conversions","",FALSE,5
"SEM","SEM","Geographic Performance","report-sem-geographic-performance","Location; Location Type; Impressions; Clicks; CTR; Spend; CPC; Conversions","",FALSE,5
"Addressable Solutions","Addressable STV","Performance by City","report-addressablestv-performance-by-city","City; State; Impressions; Completion Rate; CPM; Spend; Reach","",FALSE,5
"STV","Advanced Audience Targeting OTT","Performance by Zip","report-stvott-performance-by-zip","Zip Code; City; State; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,5
"Programmatic Audio","Run of Network","Performance by Zip","report-programmaticaudio-ron-performance-by-zip","Zip Code; City; State; Impressions; CPM; Spend; Audio Completions","",FALSE,5
"YouTube","YouTube True View","Device Performance","report-youtube-trueview-device-performance","Device; Impressions; Views; View Rate; CPV; Spend; Watch Time","",FALSE,5
"STV","Run of Network","Performance by Zip","report-runofnetwork-performance-by-zip","Zip Code; City; State; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,5
"STV","YouTube TV - Audience Targeted","Performance by Zip","report-youtubetv-audiencetargeted-performance-by-zip","Zip Code; City; State; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,5
"Programmatic Audio","Advanced Audience Targeting","Performance by Zip","report-programmaticaudio-aat-performance-by-zip","Zip Code; City; State; Impressions; CPM; Spend; Audio Completions","",FALSE,5
"SEM","Google Search","Geographic Performance","report-googlesearch-geographic-performance","Location; Location Type; Impressions; Clicks; CTR; Spend; CPC; Conversions","",FALSE,5
"Addressable Solutions","Addressable Display","Creative Previews","report-addressabledisplay-creative-previews","Creative Name; Creative URL; Size; Format; Impressions; Performance","",FALSE,5
"STV","Video","Performance by Zip","report-stv-performance-by-zip","Zip Code; City; State; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,5
"Addressable Solutions","Geofencing with Foot Traffic","Creative By Size","report-geofencing-creative-by-size","Creative Size; Impressions; Clicks; CTR; Spend; CPM; Conversions","",FALSE,5
"Meta","Link Click","Demographic Performance","report-meta-linkclick-demographic-performance","Age; Gender; Impressions; Clicks; Link Clicks; CTR; CPLC; CPM; Spend","",FALSE,5
"STV","YouTube TV - Audience Targeted","Device Performance","report-youtubetv-audiencetargeted-device-performance","Device Type; Platform; OS; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,6
"Meta","Facebook - Post Engagement","Geographic Performance","report-meta-postengagement-geographic-performance","Location; Location Type; Impressions; Post Engagements; CPPE; Spend","",FALSE,6
"Addressable Solutions","Addressable Display","Conversion Zone Performance","report-addressabledisplay-conversion-zone-performance","Conversion Zone; Zone Type; Impressions; Clicks; Conversions; Conversion Rate; CPA","",FALSE,6
"STV","Channel Targeted OTT","Device Performance","report-channeltargetedott-device-performance","Device Type; Platform; OS; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,6
"Meta","Facebook - ThruPlay","Geographic Performance","report-meta-thruplay-geographic-performance","Location; Location Type; Impressions; Video Views; ThruPlays; CPV; Spend","",FALSE,6
"SEM","SEM","Device Performance","report-sem-device-performance","Device; Impressions; Clicks; CTR; Spend; CPC; Conversions; Conv Rate","",FALSE,6
"Addressable Solutions","Geofencing with Foot Traffic","Creative Previews","report-geofencing-creative-previews","Creative Name; Creative URL; Size; Format; Impressions; Performance","",FALSE,6
"STV","Hulu - RON","Device Performance","report-hulu-ron-device-performance","Device Type; Platform; OS; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,6
"SEM","Google Search","Device Performance","report-googlesearch-device-performance","Device; Impressions; Clicks; CTR; Spend; CPC; Conversions; Conv Rate","",FALSE,6
"Meta","Facebook - Awareness","Geographic Performance","report-meta-awareness-geographic-performance","Location; Location Type; Impressions; CPM; Spend; Reach","",FALSE,6
"Meta","Facebook - Link Click","Geographic Performance","report-meta-linkclick-geographic-performance","Location; Location Type; Impressions; Clicks; Link Clicks; CTR; CPLC; CPM; Spend","",FALSE,6
"STV","Run of Network","Device Performance","report-runofnetwork-device-performance","Device Type; Platform; OS; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,6
"Blended Tactics","Targeted Native","Device Performance","report-targetednative-device-performance","Device Type; OS; Browser; Impressions; Clicks; CTR; Spend; Engagements","",FALSE,6
"STV","YouTube TV - Run of Network","Device Performance","report-youtubetv-ron-device-performance","Device Type; Platform; OS; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,6
"Blended Tactics","Targeted Video","Performance by Zip","report-targetedvideo-performance-by-zip","Zip Code; City; State; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,6
"Addressable Solutions","Addressable Video","Performance by City","report-addressablevideo-performance-by-city","City; State; Impressions; Completion Rate; CPM; Spend; Reach","",FALSE,6
"STV","Streaming TV OTT","Device Performance","report-streamingtvott-device-performance","Device Type; Platform; OS; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,6
"STV","Video","Device Performance","report-stv-device-performance","Device Type; Platform; OS; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,6
"STV","Polk","Device Performance","report-polk-device-performance","Device Type; Platform; OS; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,6
"STV","Advanced Audience Targeting OTT","Device Performance","report-stvott-device-performance","Device Type; Platform; OS; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,6
"Blended Tactics","Targeted Display","Creative Previews","report-targeteddisplay-creative-previews","Creative Name; Creative URL; Size; Format; Impressions; Performance","",FALSE,6
"STV","Hulu - Audience Targeted","Device Performance","report-hulu-audiencetargeted-device-performance","Device Type; Platform; OS; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,6
"Meta","Facebook - Lead Gen","Geographic Performance","report-meta-leadgen-geographic-performance","Location; Location Type; Impressions; Leads; CPL; Spend","",FALSE,6
"Meta","Link Click","Geographic Performance","report-meta-linkclick-geographic-performance","Location; Location Type; Impressions; Clicks; Link Clicks; CTR; CPLC; CPM; Spend","",FALSE,6
"Addressable Solutions","Addressable STV","Performance by Zip","report-addressablestv-performance-by-zip","Zip Code; City; State; Impressions; Completion Rate; CPM; Spend","",FALSE,6
"Blended Tactics","Targeted Display","Performance by City","report-targeteddisplay-performance-by-city","City; State; Impressions; Clicks; CTR; Spend; Conversions","",FALSE,7
"Meta","Facebook - Awareness","Device Performance","report-meta-awareness-device-performance","Device; Platform; Impressions; CPM; Spend; Reach; Frequency","",FALSE,7
"Meta","Facebook - Post Engagement","Device Performance","report-meta-postengagement-device-performance","Device; Platform; Impressions; Post Engagements; CPPE; Spend; Engagement Rate","",FALSE,7
"Addressable Solutions","Addressable Video","Performance by Zip","report-addressablevideo-performance-by-zip","Zip Code; City; State; Impressions; Completion Rate; CPM; Spend","",FALSE,7
"SEM","SEM","Ad Extensions","report-sem-ad-extensions","Extension Type; Extension Text; Impressions; Clicks; CTR; Spend; CPC","",FALSE,7
"Addressable Solutions","Geofencing with Foot Traffic","Device Performance","report-geofencing-device-performance","Device Type; OS; Impressions; Clicks; CTR; Spend; Conversions; Foot Traffic","",FALSE,7
"Meta","Facebook - Lead Gen","Device Performance","report-meta-leadgen-device-performance","Device; Platform; Impressions; Leads; CPL; Spend; Form Completion Rate","",FALSE,7
"Addressable Solutions","Addressable STV","Device Performance","report-addressablestv-device-performance","Device Type; Platform; Impressions; Completion Rate; CPM; Spend; Video Views","",FALSE,7
"Meta","Facebook - ThruPlay","Device Performance","report-meta-thruplay-device-performance","Device; Platform; Impressions; Video Views; ThruPlays; CPV; Spend","",FALSE,7
"Blended Tactics","Targeted Video","Device Performance","report-targetedvideo-device-performance","Device Type; OS; Platform; Impressions; Video Views; Completion Rate; CPM; Spend","",FALSE,7
"Meta","Facebook - Link Click","Device Performance","report-meta-linkclick-device-performance","Device; Platform; Impressions; Clicks; Link Clicks; CTR; CPLC; CPM; Spend","",FALSE,7
"Addressable Solutions","Addressable Display","Performance by City","report-addressabledisplay-performance-by-city","City; State; Impressions; Clicks; CTR; Spend; Conversions","",FALSE,7
"SEM","Google Search","Ad Extensions","report-googlesearch-ad-extensions","Extension Type; Extension Text; Impressions; Clicks; CTR; Spend; CPC","",FALSE,7
"Meta","Link Click","Device Performance","report-meta-linkclick-device-performance","Device; Platform; Impressions; Clicks; Link Clicks; CTR; CPLC; CPM; Spend","",FALSE,7
"Addressable Solutions","Addressable Video","Device Performance","report-addressablevideo-device-performance","Device Type; Platform; Impressions; Completion Rate; CPM; Spend; Video Views","",FALSE,8
"Addressable Solutions","Addressable STV","Site/Domain Performance","report-addressablestv-site-domain-performance","Site/Domain; Content Category; Impressions; Completion Rate; CPM; Spend","",FALSE,8
"Addressable Solutions","Geofencing with Foot Traffic","Performance by City","report-geofencing-performance-by-city","City; State; Impressions; Clicks; CTR; Spend; Conversions; Foot Traffic","",FALSE,8
"Blended Tactics","Targeted Video","Tracked Pixel Events by Day","report-targetedvideo-tracked-pixel-events-by-day","Date; Event Type; Event Count; Unique Users; Conversion Value","",FALSE,8
"Blended Tactics","Targeted Display","Performance by Zip","report-targeteddisplay-performance-by-zip","Zip Code; City; State; Impressions; Clicks; CTR; Spend; Conversions","",FALSE,8
"Addressable Solutions","Addressable Display","Performance by Zip","report-addressabledisplay-performance-by-zip","Zip Code; City; State; Impressions; Clicks; CTR; Spend; Conversions","",FALSE,8
"Blended Tactics","Targeted Display","Device Performance","report-targeteddisplay-device-performance","Device Type; OS; Browser; Impressions; Clicks; CTR; Spend; Conversions","",FALSE,9
"Addressable Solutions","Addressable Video","Site/Domain Performance","report-addressablevideo-site-domain-performance","Site/Domain; Content Category; Impressions; Completion Rate; CPM; Spend","",FALSE,9
"Addressable Solutions","Geofencing with Foot Traffic","Performance by Zip","report-geofencing-performance-by-zip","Zip Code; City; State; Impressions; Clicks; CTR; Spend; Conversions; Foot Traffic","",FALSE,9
"Blended Tactics","Targeted Display","Tracked Pixel Events by Day","report-targeteddisplay-tracked-pixel-events-by-day","Date; Event Type; Event Count; Unique Users; Conversion Value","",FALSE,10
"Addressable Solutions","Geofencing with Foot Traffic","Conversion Zone Performance","report-geofencing-conversion-zone-performance","Conversion Zone; Zone Type; Impressions; Clicks; Conversions; Foot Traffic; Visitation Rate","",FALSE,10
"Addressable Solutions","Geofencing with Foot Traffic","Target Fence Performance","report-geofencing-target-fence-performance","Fence Name; Fence Type; Radius; Impressions; Clicks; Conversions; Foot Traffic; Visitation Rate","",TRUE,11